,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22
2019-11-05 00:00:00,98.89431,126.93368149999999,94.68928145,107.328125,,84.78687286499999,96.31302260499999,99.578834515,85.91235352000001,100.292511,75.76158524,90.41385651,95.543914815,86.18585586500001,99.40159605666666,78.8816185,83.11478423333334,93.06074779333335,100.47871651666667,105.16816456666668,103.59594216666669,96.15862020333333
2019-11-05 00:01:00,101.2389069,120.54223629999998,109.287639625,99.8720894,90.78981781,92.26137287333331,85.95459493,110.4151688,90.07364273,94.67631151500001,94.39285278,82.72753906,74.656011585,97.29679869,109.48863605,91.45230611333334,103.76497902666665,108.46483612000002,110.58483125,110.18800863,95.42890169,91.697349555
2019-11-05 00:02:00,94.38636779666666,102.6477737,87.44980621,86.383228295,,83.691719055,66.7094841,106.51750179999999,90.534679415,98.23757935,98.67631279333334,88.946590425,88.18556722,101.22418593,92.78513591000001,84.92415619333333,83.13850403000001,113.09170784000001,112.88388571333333,92.48662820666668,113.59205116666668,115.2237778
2019-11-05 00:03:00,80.91835403500001,96.385818465,91.669784565,91.21230316,80.76569366,86.69586182,87.33581161,98.65893555,89.15060424500001,100.90511704,95.74854023333334,101.452678695,89.05928802333334,85.174327855,104.96465045666666,89.64615247333334,105.344520555,133.59892655,84.535585415,79.59112358,101.08301926,98.22335559999999
2019-11-05 00:04:00,103.63969038,84.95710371000001,92.27111432999999,103.51451492500001,,94.09786477333334,88.36505127,98.633747105,80.17883428,98.15501148,91.67439524333334,102.65883638,95.16677093000001,106.74246216333331,93.910663595,86.23257445333333,108.58855181666668,107.69884495,105.20781197333332,104.37916821666666,103.13271840666668,83.30561067
2019-11-05 00:05:00,50.40005875,90.317966465,78.33280945,87.924747465,94.59120941,103.40165328500001,80.546863555,90.685295105,72.553260805,101.047138225,94.717422505,106.51486970333333,93.39450836500001,120.06137085,95.79199218666668,88.56339772666666,99.29781847666665,102.66520947,92.79677201,101.18304697,103.32830809,97.29693985
2019-11-05 00:06:00,97.924999235,91.070518475,109.2476883,98.31044006,,85.97716522,97.86203003,98.11987304499999,89.94815063,114.51638795000001,83.66679892333333,109.93319448333334,84.98833465666667,86.92411041,88.33192443666667,71.35292053500001,99.18311693499999,104.88704172,122.17930856666665,77.01004918333332,111.38926950000001,115.19647979999999
2019-11-05 00:07:00,101.68962096,103.7328796,83.35004806500001,101.4351883,,98.163864125,112.81365965333333,103.39300539999999,94.71996053666665,104.73698171333335,87.39133835,98.55715560499999,87.89107513666666,79.67862701,83.426631915,78.14733124,93.12094114666665,109.26379015,106.61267089,111.11254120000001,100.70365142,118.9743652
2019-11-05 00:08:00,89.60411835,91.4551239,96.89628983499999,110.19820403,96.53264236000001,104.0883408,101.488719925,133.87644195000001,99.20985286,109.89039609999999,98.95294189,90.41405487,78.55734507666666,100.3785095,91.65878805666667,71.08575821,83.838871,97.09922281333333,99.12340293,106.50602470666668,112.84373472666668,108.41709138
2019-11-05 00:09:00,96.50039670499999,113.44161607999999,92.58890152000001,115.18134309999999,66.484573365,104.1898117,100.729042065,89.50291444,83.25473785,98.564502715,117.03853225,88.695770265,88.43766785,73.77569198500001,95.65493267,65.61745262000001,81.77423477333333,95.77195483999999,105.23925779666668,112.70983505499999,94.26452383666667,85.11997986
2019-11-05 00:10:00,108.80581670000001,95.09564209,99.59152601,119.29682920000002,83.65021515,115.9568024,90.396404265,97.034465795,91.15094378,76.010504725,124.36821744999999,90.82952118,107.25391896333333,74.735500335,94.42065685666667,84.16163127,96.46778870333333,109.73057301333334,98.43400572333333,98.28523761000001,86.59799957,108.34789278000001
2019-11-05 00:11:00,100.01276017,127.11205290000001,99.26512909,113.1027832,93.28679657,111.786445625,90.89635974666668,99.05812836,103.41428120333335,102.06641389999999,109.09051131999999,82.00028229,114.0370674,110.35691070000001,107.599815385,83.45571899,99.21999104333334,108.51538090000001,93.43413926,105.24949392999999,84.93147278000001,111.1353785
2019-11-05 00:12:00,109.7818756,129.748642,92.83432769000001,96.4684105,,86.84555435,83.67527770666668,94.57527161,82.43586477666668,69.0861454,94.83113099666667,89.73264311666667,98.48869324,98.75102741333332,103.98401895333332,73.60835266,104.49496206333333,116.00566609999998,101.22224172666667,106.30309042666666,99.87959291333334,91.70746613
2019-11-05 00:13:00,96.12367249,108.99850465,111.16961671499999,95.49871826,112.2569199,103.3076248,78.382823925,95.46248627,93.11351268333334,91.36463799666667,96.50379690666666,89.17893472333333,88.18103027333335,77.3658371,95.34611510333336,67.727350235,86.33926393000002,100.548152925,108.89749654,102.61775209999999,97.34097291,123.8386459
2019-11-05 00:14:00,116.09956745000001,104.7644196,97.69166183499999,105.35819624999999,,97.41403961,95.15504835499999,106.64520645,76.59730532500001,88.49455006666669,93.057659145,81.99086253,102.04478835,100.854610455,97.75022123666666,85.31829834,109.71180468,89.23369216,108.31412761333335,105.8737335,92.79483795,91.01547877333333
2019-11-05 00:15:00,104.375808695,105.0757828,111.60248313333334,118.26737595,85.53970337,89.24361040000001,69.075637815,99.27711486999999,91.31435013666668,93.56921896,76.95095060666667,82.70011902,100.833618175,69.93397522,98.71918487333333,84.47638448,91.28774771666667,113.60777536666666,121.78473915666666,125.18269344999999,97.22249603,90.215328195
2019-11-05 00:16:00,95.224105855,124.1883774,101.12751387,94.92416381,106.1687088,105.98954009,93.88961027666666,73.048341755,96.32048417,92.05326080500001,95.20538584,86.81862386,87.09004974333334,97.26664986000002,100.75729623333332,80.360580445,98.02374777,95.884475705,101.29235584333333,96.56947835333334,103.12659835,104.90592703
2019-11-05 00:17:00,108.071022,107.5489273,95.41918180500001,,,88.36325963333333,97.20702361666666,91.92836761,86.90184020666668,111.74654896666668,82.50930787666665,91.17745717000001,94.844272625,108.25827790000001,87.79265084666667,92.358623505,98.82396444,131.45216116666668,100.07298279,104.12192536333333,91.85679245,97.25967026000001
