,sensor2,sensor4,sensor6,sensor8,sensor10,sensor12,sensor14,sensor16,sensor18,sensor20,sensor22,sensor24,sensor26,sensor28,sensor30,sensor32
2019-11-08 00:00:00,104.24700547,96.429183945,99.64024353,94.99110920333334,108.87349446333333,98.55470022000002,81.85322571,77.83462524333333,111.92046737999999,114.62463633,87.8563652,89.342674245,62.386468885,82.501598355,100.80733111,
2019-11-08 00:01:00,104.28432080000002,91.58602905,100.1920395,107.38154856,119.26107276666666,84.72062683,84.74477005333334,73.012174605,100.20355988,92.19276048500001,79.718200685,86.651096345,106.7505341,73.981819155,105.9248199,101.83013915000001
2019-11-08 00:02:00,103.93492890000002,97.24902344,98.62733077,114.39972689999999,107.34014893999999,89.32568614666667,88.71763865666667,88.56018322,122.32824452,110.13127134999999,85.27168019666668,79.422821035,65.34122467,110.39430615,108.95969390333333,86.16148758
2019-11-08 00:03:00,109.05485915,102.518543225,126.92471315,106.98374559000001,105.35688017,89.25762048666667,82.043087005,96.50378035,106.78226980333334,104.00982919333335,109.126236,100.82259622,106.531055455,94.953243275,105.69212340000001,78.9574585
2019-11-08 00:04:00,97.33934021,123.0573578,109.550067925,102.463409435,105.25347138333332,58.29558563,89.52934265,89.00153094666666,113.813415505,91.08931731999999,107.25553131,107.86745836499999,90.71387611666667,104.71962740000001,83.77379608,81.96409607000001
2019-11-08 00:05:00,118.2865372,102.7544022,95.58401489,124.40460712,113.1264801,77.345222475,100.91617205,82.91608301,96.58131409,98.91024017500001,99.95857492666666,93.85499318,92.91330719,106.14990230000001,90.94617716,82.12601471
2019-11-08 00:06:00,112.47068025,105.49240879999999,112.69418332999999,104.6825638,81.98030980333333,99.45531080500001,105.06029892500001,80.06057485,93.57500076,104.96797941,103.19218061999999,96.51278305,91.63343558000001,123.71978,93.07763671999999,84.77363586
2019-11-08 00:07:00,113.63032915,125.30572889999999,113.64731344,102.12719219333333,90.29160944,104.13855364,93.634952545,76.48655700500001,92.01959865333333,90.59870146333333,70.48278236499999,91.18968963500001,107.33466083333333,91.44332886,105.618248,73.62028503
2019-11-08 00:08:00,116.512619,101.00482559,,93.70493317,121.4236679,96.83169300333333,96.9293022,78.80795287999999,103.19804635999999,108.4186821,96.85466256666666,108.2828217,101.26956175000001,126.82319640000001,,91.801193235
2019-11-08 00:09:00,93.64021301,82.3162384,98.14520264,109.37125396666666,83.38819122,92.8112081,85.52767563,77.18220774,96.59357961666666,100.575191495,110.15483854000001,95.834178925,90.94134267333334,116.3604584,116.00738905000001,80.089767455
2019-11-08 00:10:00,115.4341888,110.01448441,103.91301729999999,86.91942596,105.49653244999999,94.87913132,96.23802185,77.27334595,115.16200003,98.53966523000001,89.354728695,118.7117081,106.01532749999998,121.66893770000001,142.50176625,95.62195204999999
2019-11-08 00:11:00,98.24398038499999,103.5715027,101.35852051,106.45786669,105.24786632666667,87.113552095,100.58354185666667,94.93493652,121.96554564999998,110.3045044,104.03078461999999,109.03028870000001,107.08409879999999,120.9163742,102.2570877,97.03176881499999
2019-11-08 00:12:00,119.4975395,109.84761555333334,93.55445099,104.91736222,101.99477386666666,122.46079250000001,76.61037062,80.09503936666665,98.40759786333332,94.95438385,99.20673624333335,103.830467225,93.02750014,104.037326795,86.68016815,79.19664383
2019-11-08 00:13:00,98.57692719,87.315307615,88.629302975,107.83849335,107.64149220333333,87.61533356,65.87353516,91.59230802999998,95.40663145333333,109.16862105,110.87590282666667,,110.80741119499999,77.86714172,96.96923828,79.8634758
2019-11-08 00:14:00,94.01125338,97.414360045,96.89592490333332,102.18466185,89.139728545,96.55867004,106.99303434999999,86.69007492,91.80289715333333,125.78210703666666,81.55458450500001,87.68543243,113.8766327,114.00734709999999,90.11315919,64.35269928
2019-11-08 00:15:00,120.54101563333332,91.82706833666668,99.131469725,85.32850012,134.51317215,84.31846746333332,91.44533539,78.51501465,127.41957346666668,90.77428818,106.72408294666667,114.86020661999999,90.6347618,94.16324234,71.07061386,95.323524495
2019-11-08 00:16:00,95.17532732500001,81.08931351,86.90893555,101.46393584,108.66251755,89.28042603,79.03696823,93.86259458666666,100.30506514,106.13624826333334,107.4247551,116.97277835,92.964481345,93.57852173,130.644928,94.27335358
