,sensor2,sensor4,sensor6,sensor8,sensor10,sensor12,sensor14,sensor16,sensor18,sensor20,sensor22,sensor24,sensor26,sensor28,sensor30,sensor32
2019-11-07 00:00:00,133.64988325,104.09175364999999,102.05076853000001,96.94052379,94.61354445,88.12813568,89.507816305,77.22821044999999,114.00961684999999,110.5300064,116.76999408666666,,95.77530669500001,84.64791106999999,94.886302945,77.08789825
2019-11-07 00:01:00,111.64298250000002,102.91249085,98.57239530000001,123.10527802000001,101.40521494,88.00173823,92.05609895,91.34798811,105.13742829,109.43851724000001,101.72014364666666,,99.22259521,107.897644,135.69938656666667,95.03720853499999
2019-11-07 00:02:00,114.00982412666667,106.61854550000001,93.63939667,101.07368724333332,97.80928039000001,80.18471527,100.50434109999999,84.165103915,106.72633363,102.35330580000002,102.86019134666667,94.463294985,102.7634277,110.080253615,106.26778414,80.010326385
2019-11-07 00:03:00,100.97411728,86.08401488999999,105.22257610000001,93.45331573499999,84.300086975,85.19603347500001,97.68826294,81.71880848,118.60830177999999,123.32050324000001,115.32626593333333,,59.22782135,126.28655239999999,115.57560219999999,
2019-11-07 00:04:00,91.35026550500001,104.75883105,92.1822052,69.92965698,95.89925258000001,83.96607208,102.20907335666668,88.00024414,113.9257355,101.48723602333332,128.19747416666667,91.080736175,104.83183033666667,125.9386597,95.86016083,86.99229431
2019-11-07 00:05:00,116.59208294999999,116.86646270333334,116.79617309999999,113.79560090000001,99.24178059,110.3466263,89.103450775,87.45467122333334,111.73996986666668,120.11211143333333,97.91178129666667,100.90601855666667,113.91142269999999,107.04120640000001,104.1783905,67.16157532
2019-11-07 00:06:00,106.66310118500002,99.083045945,94.63993835,122.93943405,105.38145953666667,97.04401653333333,103.08946607499999,90.74090576500001,112.54791259999999,115.34122213333335,100.39066821666665,112.5378189,91.70718383,116.9473343,92.83914185,82.50720978000001
2019-11-07 00:07:00,115.13556418333333,116.40274046500001,126.8261185,96.79195403333334,101.10789490999998,98.493587505,100.2095159,89.04437764666666,111.01488238666667,105.42742918666666,118.21940611333332,,108.080413795,,121.55545044,87.40485382
2019-11-07 00:08:00,118.96071244999999,97.55966949,94.70645905,101.46088919333333,125.79172129999999,90.92106374000001,99.77601623999999,78.1894722,123.39662935000001,93.92707317000001,99.03039042666666,101.67795816666666,,112.67958065,93.05541229,73.50242615
2019-11-07 00:09:00,112.8086243,108.81095890000002,107.53671645,111.13580320000001,107.90884145,90.10992685666668,102.97965493666668,83.94982147333333,107.98318229,102.62977599999999,93.221855165,,,110.60903929999999,100.6184082,107.9282608
2019-11-07 00:10:00,106.40472795,104.31702932333333,93.18906784,102.94634755333334,92.47295632333334,107.34194564500001,107.69725800333333,101.63327029999999,96.04717510666666,126.62348176333334,88.529247285,,112.3598671,101.64491269999999,112.2940598,93.13329315
2019-11-07 00:11:00,110.93474195000002,104.79277803,102.466114065,100.31950379666667,98.82204436666666,94.42539216333331,90.989437115,74.703588485,102.14835103333333,105.05862808,104.85111236,119.8810234,86.98791885,101.0401573,103.24810028499999,89.68921661
2019-11-07 00:12:00,123.4679031,107.4935303,91.15039318,97.164806365,104.59962210333333,87.62574768666667,81.12851715,83.93418375333333,95.74877167,113.90155031666667,80.50086593500001,89.52428436,91.16487122,,115.0308609,80.677257535
2019-11-07 00:13:00,94.40851211500001,98.81584929333333,105.88745882,91.105613715,95.02075448333333,89.76126099,107.24875387666667,72.844589235,158.89012150000002,93.64412307500001,80.57489014,,95.78388975,101.614944475,96.79183959999999,84.454807285
