,sensor2,sensor4,sensor6,sensor8,sensor10,sensor12,sensor14,sensor16,sensor18,sensor20,sensor22,sensor24,sensor26,sensor28,sensor30,sensor32
2019-11-04 00:00:00,93.55200195,93.15341185999999,97.82816696500001,89.81025314499999,,86.948417665,91.67492929333332,70.46013832,90.53013100666665,90.16884867666666,90.55339557999999,93.05521137333334,97.03401184,97.42047882,,
2019-11-04 00:01:00,90.87308502,92.392749785,99.01145425666668,103.65511574666668,,82.64091873000001,93.43468856999999,69.59379195999999,96.6070099,82.593200685,91.65633393666667,104.24600981,88.84130860333335,100.4259567,,
2019-11-04 00:02:00,91.380908965,103.187339775,97.96931458,78.291597365,,87.76835885999999,96.34423065,78.59355418,85.52152634000001,89.87823230666667,99.08582304999999,97.00208535666667,92.78368379,80.71148300499999,,
2019-11-04 00:03:00,110.90389506666668,108.73982240000002,87.449237825,86.78532791,,94.230190275,86.36443583333333,77.36830902,92.95272573666666,91.64603931333333,91.90291341,95.45562745666666,89.72227733666666,102.7834396,,
2019-11-04 00:04:00,104.829216,86.89940261999999,89.01376343,102.39975229666668,,76.82902527,93.56108092,71.60328674,95.16639201666665,99.73150125666666,96.98860932666666,96.81324640333332,83.44037882333335,93.66609954500001,,
2019-11-04 00:05:00,98.63239669999999,85.22771835500001,98.05493927,101.20942689666667,,85.82711410499999,88.87370300333335,78.19415029,108.93026735000001,100.89328258333335,79.82149887,86.94135284333333,93.98930359,106.34765630000001,,
2019-11-04 00:06:00,91.8480301,100.12273027500001,95.82807666333333,108.5308838,,88.55093383666667,89.71617508,80.24474589,102.56027987333334,89.44264984,80.71149063,96.07845306,87.66806284666666,150.91043090000002,,
2019-11-04 00:07:00,101.7046814,92.49726104999999,78.66229057,103.38618087,,89.742752075,91.04927063000001,74.50194168,94.23942057666666,86.12817637333335,95.35726166333335,100.32800293333332,98.69951249500001,99.16867828,,
2019-11-04 00:08:00,107.64941914333333,100.18648019,88.4060135,95.60110473666667,,86.35947036499999,82.33551279999999,80.61588033,83.284553525,100.24276734333334,108.53288268333336,94.68641663,113.82922359999999,78.182476045,,
2019-11-04 00:09:00,98.0143013,89.33861542,95.372650155,83.93788655333334,,88.96744919,85.97434997333333,73.89711253,99.89796955999999,97.24015808,99.115406015,110.0438461,96.51081847333334,96.36552429,,
2019-11-04 00:10:00,92.624420165,94.66979218,93.088966355,96.83640544999999,,79.12989807333334,88.03297425666666,78.15502929666667,87.99054465,98.55263265333333,99.45074206999999,97.60829162333333,85.253391265,106.96314240000001,,
2019-11-04 00:11:00,96.72200394000001,91.62819672,82.96372223,93.430816655,,81.81008148000001,86.28726450666666,77.85234705666666,106.39634325,96.48144277,91.48623657,87.25892639,74.74193191666667,98.19194794,,
2019-11-04 00:12:00,103.5199585,82.74031448,84.537330625,92.29347992,,79.56692505,89.31111654,81.292015075,94.10254160666666,94.88068389666667,86.33157857333333,86.55182647666668,81.667350765,103.39143370000001,,
2019-11-04 00:13:00,97.42634583,83.337833405,87.32306671,99.13490551000001,,76.68672561666666,87.67990875,71.98978297000001,95.79640707666665,93.87152861666668,84.66552734333332,91.872089385,91.96727753,100.2495804,,
2019-11-04 00:14:00,94.59188845,92.34544881666666,92.68524934333334,78.420310975,,84.99178822666666,82.87961069666666,84.77698262666667,92.28732554333332,84.38144684,90.5026474,100.14661788,80.56479644500001,110.3295135,,
2019-11-04 00:15:00,91.11133957999999,108.00499342,,92.05096944,,78.68853759999999,70.380908965,87.87691242,110.42085263999999,87.72211456333334,90.87691497666667,87.17649841,95.76075999,97.84300232,,
2019-11-04 00:16:00,97.87320962333332,94.06427765,91.67312622,87.05964279,,82.55884552,92.33478546,76.4870135,82.900791165,91.68852743999999,89.44162496000001,100.74331919666668,100.48536299,84.9201088,,
2019-11-04 00:17:00,81.29172516,110.143714885,88.502857225,68.40917206,,89.6089859,88.853866575,87.72547150333332,87.24635949333333,92.244541145,96.44029744333334,106.29443738999998,88.38858032333333,103.397377,,
2019-11-04 00:18:00,116.18522645,64.43436432,,93.01259612499999,,98.34455109,95.47519682333332,76.08793131333334,88.78031156666667,90.81594849000001,93.98228454000001,93.25961304666667,85.25659434,112.0354385,,
2019-11-04 00:19:00,100.90370176,,76.28457642,94.464942935,,88.81542587499999,89.20845540333333,74.06615575333333,101.06695300333335,106.45806629666667,94.60584512666668,93.12046814,91.32589976666667,96.64938354,,
2019-11-04 00:20:00,72.9671936,101.969070415,93.42374040499999,118.72710035,,76.24596913666666,86.36156463666667,83.32220458666667,109.68919754999999,100.34415181000001,91.29080452666666,105.37149301,103.16519163500001,87.75302887000001,,
2019-11-04 00:21:00,89.260742185,94.10280102333336,101.97191112333333,101.50576273333333,,91.54701232999999,80.85063679999999,76.08824539,,96.57968903666666,89.37614441,98.397163385,96.61150359499999,103.900116,,
2019-11-04 00:22:00,111.20796969999999,,62.22350565666667,97.13976288,,89.79147339,86.21652603000001,82.95426941,103.256195082,91.279281615,95.88150279333335,109.3558693,,101.48065190000001,,
2019-11-04 00:23:00,105.34764863666668,88.23097611,96.998527525,91.41258748333333,,76.89686584333333,68.651823045,89.601257325,98.28458911666667,105.45566815333332,89.71578218,89.19769032666666,97.01005555,97.55021667,,
